match type,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Match URL,Match ID
Regular Season,Sat,6/23/18,19:00,Spirit,0–1,Pride,"4,005",Maureen Hendricks Field at Maryland Socc...,Eric Tattersall,Match Report,https://fbref.com/en/matches/9d12b00f/Washington-Spirit-Orlando-Pride-June-23-2018-NWSL,9d12b00f
Regular Season,Fri,6/22/18,19:30 (20:30),Dash,1–3,Thorns,"3,480",BBVA Compass Stadium,Jasmine Peralta,Match Report,https://fbref.com/en/matches/10edb34e/Houston-Dash-Portland-Thorns-FC-June-22-2018-NWSL,10edb34e
Regular Season,Sat,6/23/18,19:00 (20:00),Red Stars,2–0,Royals,"3,317",Toyota Park,Natalie Simon,Match Report,https://fbref.com/en/matches/f27037ec/Chicago-Red-Stars-Utah-Royals-FC-June-23-2018-NWSL,f27037ec
Regular Season,Wed,6/27/18,19:30,Pride,1–2,Dash,"3,215",Orlando City Stadium,Kevin Broadley,Match Report,https://fbref.com/en/matches/0790a1bc/Orlando-Pride-Houston-Dash-June-27-2018-NWSL,0790a1bc
Regular Season,Wed,6/27/18,19:30 (22:30),Thorns,1–1,Sky Blue FC,"18,237",Providence Park,Katja Koroleva,Match Report,https://fbref.com/en/matches/3adf7469/Portland-Thorns-FC-Sky-Blue-FC-June-27-2018-NWSL,3adf7469
Regular Season,Wed,6/27/18,20:00 (22:00),Royals,0–0,Reign,"8,504",Rio Tinto Stadium,Malik Badawi,Match Report,https://fbref.com/en/matches/1e7cfb64/Utah-Royals-FC-Seattle-Reign-FC-June-27-2018-NWSL,1e7cfb64
Regular Season,Sat,6/30/18,15:30,Pride,0–3,Courage,"4,017",Orlando City Stadium,Elvis Osmanovic,Match Report,https://fbref.com/en/matches/bc4c3562/Orlando-Pride-North-Carolina-Courage-June-30-2018-NWSL,bc4c3562
Regular Season,Sun,7/1/18,17:00 (18:00),Red Stars,2–0,Spirit,"2,858",Toyota Park,Sergii Demianchuk,Match Report,https://fbref.com/en/matches/94508a03/Chicago-Red-Stars-Washington-Spirit-July-1-2018-NWSL,94508a03
Regular Season,Sat,6/30/18,19:00 (22:00),Reign,1–0,Thorns,"4,781",Seattle High School Memorial Stadium,Christina Unkel,Match Report,https://fbref.com/en/matches/31b27eae/Seattle-Reign-FC-Portland-Thorns-FC-June-30-2018-NWSL,31b27eae
Regular Season,Sat,6/30/18,20:00 (22:00),Royals,3–1,Sky Blue FC,"8,394",Rio Tinto Stadium,Victor Rivas,Match Report,https://fbref.com/en/matches/d2459fcd/Utah-Royals-FC-Sky-Blue-FC-June-30-2018-NWSL,d2459fcd
Regular Season,Wed,7/4/18,21:00,Courage,4–1,Red Stars,"5,295",Capelli Sport Stadium,Matthew Franz,Match Report,https://fbref.com/en/matches/66ccdb0a/North-Carolina-Courage-Chicago-Red-Stars-July-4-2018-NWSL,66ccdb0a
Regular Season,Sat,7/7/18,19:00,Sky Blue FC,1–3,Red Stars,"2,846",The Soccer/Lacrosse Stadium at Yurcak Fi...,Jasmine Peralta,Match Report,https://fbref.com/en/matches/cd4fe8d3/Sky-Blue-FC-Chicago-Red-Stars-July-7-2018-NWSL,cd4fe8d3
Regular Season,Sat,7/7/18,19:30,Pride,2–1,Spirit,"4,621",Orlando City Stadium,Robinson Khongsai,Match Report,https://fbref.com/en/matches/e87befd2/Orlando-Pride-Washington-Spirit-July-7-2018-NWSL,e87befd2
Regular Season,Fri,7/6/18,20:00 (23:00),Thorns,4–0,Royals,"17,930",Providence Park,Farhad Dadkho,Match Report,https://fbref.com/en/matches/4aa78b99/Portland-Thorns-FC-Utah-Royals-FC-July-6-2018-NWSL,4aa78b99
Regular Season,Sat,7/7/18,19:00 (22:00),Reign,3–1,Dash,"3,172",Seattle High School Memorial Stadium,Reyna Fonseca,Match Report,https://fbref.com/en/matches/a61b70d1/Seattle-Reign-FC-Houston-Dash-July-7-2018-NWSL,a61b70d1
Regular Season,Wed,7/11/18,19:00,Courage,2–0,Spirit,"3,409",Capelli Sport Stadium,Daniel Gutierrez,Match Report,https://fbref.com/en/matches/cd5433b9/North-Carolina-Courage-Washington-Spirit-July-11-2018-NWSL,cd5433b9
Regular Season,Wed,7/11/18,19:30 (22:30),Reign,1–0,Royals,"3,191",Seattle High School Memorial Stadium,Katja Koroleva,Match Report,https://fbref.com/en/matches/b5da8f35/Seattle-Reign-FC-Utah-Royals-FC-July-11-2018-NWSL,b5da8f35
Regular Season,Wed,7/11/18,21:30 (22:30),Dash,3–1,Pride,"3,308",BBVA Compass Stadium,Christina Unkel,Match Report,https://fbref.com/en/matches/8fcf96e7/Houston-Dash-Orlando-Pride-July-11-2018-NWSL,8fcf96e7
Regular Season,Sat,7/14/18,17:00 (19:00),Royals,1–2,Pride,"8,761",Rio Tinto Stadium,Reyna Fonseca,Match Report,https://fbref.com/en/matches/74151c11/Utah-Royals-FC-Orlando-Pride-July-14-2018-NWSL,74151c11
Regular Season,Sat,7/14/18,19:00,Sky Blue FC,0–4,Courage,"2,376",The Soccer/Lacrosse Stadium at Yurcak Fi...,Robinson Khongsai,Match Report,https://fbref.com/en/matches/874207c8/Sky-Blue-FC-North-Carolina-Courage-July-14-2018-NWSL,874207c8
Regular Season,Sat,7/14/18,19:00 (20:00),Red Stars,1–0,Reign,"3,375",Toyota Park,Natalie Simon,Match Report,https://fbref.com/en/matches/53526198/Chicago-Red-Stars-Seattle-Reign-FC-July-14-2018-NWSL,53526198
Regular Season,Sun,7/15/18,20:00 (23:00),Thorns,3–1,Dash,"15,327",Providence Park,Eric Tattersall,Match Report,https://fbref.com/en/matches/eddbe752/Portland-Thorns-FC-Houston-Dash-July-15-2018-NWSL,eddbe752
Regular Season,Sat,7/21/18,15:30,Pride,1–1,Reign,"5,074",Orlando City Stadium,Carol-Anne Chenard,Match Report,https://fbref.com/en/matches/84d6dca9/Orlando-Pride-Seattle-Reign-FC-July-21-2018-NWSL,84d6dca9
Regular Season,Sat,7/21/18,19:00,Sky Blue FC,1–2,Thorns,"2,338",The Soccer/Lacrosse Stadium at Yurcak Fi...,Reyna Fonseca,Match Report,https://fbref.com/en/matches/f36366a9/Sky-Blue-FC-Portland-Thorns-FC-July-21-2018-NWSL,f36366a9
Regular Season,Fri,7/20/18,20:00 (22:00),Royals,0–0,Courage,"8,529",Rio Tinto Stadium,Christina Unkel,Match Report,https://fbref.com/en/matches/f25117a0/Utah-Royals-FC-North-Carolina-Courage-July-20-2018-NWSL,f25117a0
Regular Season,Sun,7/22/18,10:00,Spirit,0–1,Dash,"3,623",Maureen Hendricks Field at Maryland Socc...,Elvis Osmanovic,Match Report,https://fbref.com/en/matches/f542d0eb/Washington-Spirit-Houston-Dash-July-22-2018-NWSL,f542d0eb
Regular Season,Sun,8/5/18,18:00,Courage,2–1,Thorns,"5,379",WakeMed Soccer Park,Michael Radchuk,Match Report,https://fbref.com/en/matches/21526888/North-Carolina-Courage-Portland-Thorns-FC-August-5-2018-NWSL,21526888
Regular Season,Sun,8/5/18,19:30,Pride,2–2,Sky Blue FC,"4,577",Orlando City Stadium,Luis Guardia,Match Report,https://fbref.com/en/matches/55471e47/Orlando-Pride-Sky-Blue-FC-August-5-2018-NWSL,55471e47
Regular Season,Sun,8/5/18,18:00 (21:00),Reign,2–0,Spirit,"3,704",Seattle High School Memorial Stadium,Mark Allatin,Match Report,https://fbref.com/en/matches/f7ee4334/Seattle-Reign-FC-Washington-Spirit-August-5-2018-NWSL,f7ee4334
Regular Season,Sun,8/5/18,19:30 (20:30),Dash,1–2,Royals,"3,907",BBVA Compass Stadium,Rosendo Mendoza,Match Report,https://fbref.com/en/matches/09657304/Houston-Dash-Utah-Royals-FC-August-5-2018-NWSL,09657304
Regular Season,Wed,8/8/18,20:00 (22:00),Royals,1–0,Spirit,"8,154",Rio Tinto Stadium,Tim Ford,Match Report,https://fbref.com/en/matches/5f19ba81/Utah-Royals-FC-Washington-Spirit-August-8-2018-NWSL,5f19ba81
Regular Season,Sat,8/11/18,13:30 (15:30),Royals,0–1,Reign,"8,740",Rio Tinto Stadium,Eric Tattersall,Match Report,https://fbref.com/en/matches/465459ea/Utah-Royals-FC-Seattle-Reign-FC-August-11-2018-NWSL,465459ea
Regular Season,Fri,8/10/18,19:00 (20:00),Red Stars,1–1,Courage,"3,567",Toyota Park,Matthew Franz,Match Report,https://fbref.com/en/matches/e1e516b9/Chicago-Red-Stars-North-Carolina-Courage-August-10-2018-NWSL,e1e516b9
Regular Season,Sat,8/11/18,19:00,Sky Blue FC,1–2,Dash,"2,126",The Soccer/Lacrosse Stadium at Yurcak Fi...,Thomas Snyder,Match Report,https://fbref.com/en/matches/6e0ca93c/Sky-Blue-FC-Houston-Dash-August-11-2018-NWSL,6e0ca93c
Regular Season,Sat,8/11/18,19:30,Pride,0–2,Thorns,"6,012",Orlando City Stadium,Katja Koroleva,Match Report,https://fbref.com/en/matches/50f8bec2/Orlando-Pride-Portland-Thorns-FC-August-11-2018-NWSL,50f8bec2
Regular Season,Wed,8/15/18,19:30 (22:30),Reign,0–0,Red Stars,"3,341",Seattle High School Memorial Stadium,Lukasz Szpala,Match Report,https://fbref.com/en/matches/58d26f0b/Seattle-Reign-FC-Chicago-Red-Stars-August-15-2018-NWSL,58d26f0b
Regular Season,Sat,8/18/18,18:30,Sky Blue FC,2–2,Royals,"3,468",The Soccer/Lacrosse Stadium at Yurcak Fi...,Guido Gonzalez Jr.,Match Report,https://fbref.com/en/matches/adcabd51/Sky-Blue-FC-Utah-Royals-FC-August-18-2018-NWSL,adcabd51
Regular Season,Fri,8/17/18,19:30 (20:30),Dash,4–0,Spirit,"3,007",BBVA Compass Stadium,Michael Radchuk,Match Report,https://fbref.com/en/matches/30406f36/Houston-Dash-Washington-Spirit-August-17-2018-NWSL,30406f36
Regular Season,Sun,8/19/18,10:00,Courage,3–0,Pride,"7,606",WakeMed Soccer Park,Kevin Broadley,Match Report,https://fbref.com/en/matches/c0b6a639/North-Carolina-Courage-Orlando-Pride-August-19-2018-NWSL,c0b6a639
Regular Season,Sat,8/18/18,19:30 (22:30),Thorns,2–2,Red Stars,"18,631",Providence Park,Malik Badawi,Match Report,https://fbref.com/en/matches/ec411397/Portland-Thorns-FC-Chicago-Red-Stars-August-18-2018-NWSL,ec411397
Regular Season,Wed,8/22/18,19:30,Spirit,0–1,Royals,"3,318",Maureen Hendricks Field at Maryland Socc...,Natalie Simon,Match Report,https://fbref.com/en/matches/d33ff0d8/Washington-Spirit-Utah-Royals-FC-August-22-2018-NWSL,d33ff0d8
Regular Season,Tue,8/21/18,19:30 (22:30),Reign,2–0,Dash,"3,193",Seattle High School Memorial Stadium,Katja Koroleva,Match Report,https://fbref.com/en/matches/605fa6ac/Seattle-Reign-FC-Houston-Dash-August-21-2018-NWSL,605fa6ac
Regular Season,Wed,8/22/18,20:00 (23:00),Thorns,2–1,Sky Blue FC,"17,986",Providence Park,Mark Allatin,Match Report,https://fbref.com/en/matches/15f03025/Portland-Thorns-FC-Sky-Blue-FC-August-22-2018-NWSL,15f03025
Regular Season,Sat,8/25/18,13:00 (16:00),Reign,1–1,Courage,"4,455",Seattle High School Memorial Stadium,Ramy Touchan,Match Report,https://fbref.com/en/matches/5238c761/Seattle-Reign-FC-North-Carolina-Courage-August-25-2018-NWSL,5238c761
Regular Season,Sat,8/25/18,19:30,Pride,1–3,Red Stars,"5,016",Orlando City Stadium,Guido Gonzalez Jr.,Match Report,https://fbref.com/en/matches/39dbe62f/Orlando-Pride-Chicago-Red-Stars-August-25-2018-NWSL,39dbe62f
Regular Season,Sat,8/25/18,19:30 (20:30),Dash,6–1,Sky Blue FC,"4,257",BBVA Compass Stadium,Robinson Khongsai,Match Report,https://fbref.com/en/matches/f484f6f6/Houston-Dash-Sky-Blue-FC-August-25-2018-NWSL,f484f6f6
Regular Season,Sat,8/25/18,20:00,Spirit,0–1,Thorns,"7,976",Audi Field,Katja Koroleva,Match Report,https://fbref.com/en/matches/5a7b7125/Washington-Spirit-Portland-Thorns-FC-August-25-2018-NWSL,5a7b7125
Regular Season,Sun,9/2/18,10:00,Spirit,1–1,Sky Blue FC,"3,462",Maureen Hendricks Field at Maryland Socc...,Mike Hohnholz,Match Report,https://fbref.com/en/matches/db9ea114/Washington-Spirit-Sky-Blue-FC-September-2-2018-NWSL,db9ea114
Regular Season,Tue,9/4/18,18:30 (19:30),Red Stars,5–0,Sky Blue FC,"2,974",Toyota Park,Ismir Pekmic,Match Report,https://fbref.com/en/matches/092fe7ea/Chicago-Red-Stars-Sky-Blue-FC-September-4-2018-NWSL,092fe7ea
Regular Season,Sat,9/8/18,12:00,Sky Blue FC,1–0,Pride,"4,086",The Soccer/Lacrosse Stadium at Yurcak Fi...,Malik Badawi,Match Report,https://fbref.com/en/matches/e6091451/Sky-Blue-FC-Orlando-Pride-September-8-2018-NWSL,e6091451
Regular Season,Sat,9/8/18,13:30 (15:30),Royals,2–1,Red Stars,"11,851",Rio Tinto Stadium,Rosendo Mendoza,Match Report,https://fbref.com/en/matches/e6d49a20/Utah-Royals-FC-Chicago-Red-Stars-September-8-2018-NWSL,e6d49a20
Regular Season,Fri,9/7/18,19:00 (22:00),Thorns,3–1,Reign,"21,144",Providence Park,Tim Ford,Match Report,https://fbref.com/en/matches/783a65d6/Portland-Thorns-FC-Seattle-Reign-FC-September-7-2018-NWSL,783a65d6
Regular Season,Sat,9/8/18,19:30,Courage,5–0,Dash,"9,505",WakeMed Soccer Park,Elvis Osmanovic,Match Report,https://fbref.com/en/matches/16744a84/North-Carolina-Courage-Houston-Dash-September-8-2018-NWSL,16744a84
Semifinals,Sat,9/15/18,12:00 (15:00),Thorns,2–1,Reign,"14,179",Providence Park,Ramy Touchan,Match Report,https://fbref.com/en/matches/e17daaeb/Portland-Thorns-FC-Seattle-Reign-FC-September-15-2018-NWSL,e17daaeb
Semifinals,Tue,9/18/18,18:00 (21:00),Courage,2–0,Red Stars,"4,646",Providence Park,Tim Ford,Match Report,https://fbref.com/en/matches/2c32f3d3/North-Carolina-Courage-Chicago-Red-Stars-September-18-2018-NWSL,2c32f3d3
Final,Sat,9/22/18,13:30 (16:30),Thorns,0–3,Courage,"21,144",Providence Park,Guido Gonzalez Jr.,Match Report,https://fbref.com/en/matches/22f04f44/Portland-Thorns-FC-North-Carolina-Courage-September-22-2018-NWSL,22f04f44